as_of,geo_value,signal,source,time_type,time_value,issue,value,target_end_date
2025-03-19,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-03-16,25.0,2024-12-14
2025-03-19,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-03-16,18.0,2024-12-21
2025-03-19,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-03-16,19.0,2024-12-28
2025-03-19,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-03-16,62.0,2025-01-04
2025-03-19,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-03-16,39.0,2025-01-11
2025-03-19,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-03-16,32.0,2025-01-18
2025-03-19,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-03-16,25.0,2025-01-25
2025-03-19,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-03-16,28.0,2025-02-01
2025-03-19,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-03-16,26.0,2025-02-08
2025-03-19,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-03-16,49.0,2025-02-15
2025-03-19,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-03-16,47.0,2025-02-22
2025-03-19,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-16,55.0,2025-03-01
2025-03-19,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-03-16,51.0,2025-03-08
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-03-23,1.0,2024-10-19
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-03-23,3.0,2024-10-26
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-03-23,8.0,2024-11-02
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-03-23,5.0,2024-11-09
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-03-23,9.0,2024-11-16
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-03-23,5.0,2024-11-23
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-03-23,9.0,2024-11-30
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-03-23,17.0,2024-12-07
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-03-23,25.0,2024-12-14
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-03-23,18.0,2024-12-21
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-03-23,32.0,2024-12-28
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-03-23,62.0,2025-01-04
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-03-23,39.0,2025-01-11
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-03-23,32.0,2025-01-18
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-03-23,25.0,2025-01-25
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-03-23,28.0,2025-02-01
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-03-23,26.0,2025-02-08
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-03-23,50.0,2025-02-15
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-03-23,47.0,2025-02-22
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-23,56.0,2025-03-01
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-03-23,58.0,2025-03-08
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-03-23,32.0,2025-03-15
2025-03-26,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-03-23,9.0,2025-03-22
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-03-30,1.0,2024-10-19
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-03-30,3.0,2024-10-26
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-03-30,8.0,2024-11-02
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-03-30,5.0,2024-11-09
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-03-30,9.0,2024-11-16
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-03-30,5.0,2024-11-23
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-03-30,9.0,2024-11-30
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-03-30,17.0,2024-12-07
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-03-30,25.0,2024-12-14
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-03-30,18.0,2024-12-21
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-03-30,32.0,2024-12-28
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-03-30,62.0,2025-01-04
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-03-30,39.0,2025-01-11
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-03-30,32.0,2025-01-18
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-03-30,25.0,2025-01-25
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-03-30,28.0,2025-02-01
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-03-30,26.0,2025-02-08
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-03-30,50.0,2025-02-15
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-03-30,47.0,2025-02-22
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-30,56.0,2025-03-01
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-03-30,58.0,2025-03-08
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-03-30,32.0,2025-03-15
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-03-30,21.0,2025-03-22
2025-04-02,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-03-30,25.0,2025-03-29
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-04-06,1.0,2024-10-19
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-04-06,3.0,2024-10-26
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-04-06,8.0,2024-11-02
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-04-06,5.0,2024-11-09
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-04-06,9.0,2024-11-16
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-04-06,5.0,2024-11-23
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-04-06,9.0,2024-11-30
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-04-06,17.0,2024-12-07
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-04-06,25.0,2024-12-14
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-04-06,18.0,2024-12-21
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-04-06,32.0,2024-12-28
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-04-06,62.0,2025-01-04
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-04-06,39.0,2025-01-11
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-04-06,32.0,2025-01-18
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-04-06,25.0,2025-01-25
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-04-06,28.0,2025-02-01
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-04-06,26.0,2025-02-08
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-04-06,50.0,2025-02-15
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-04-06,47.0,2025-02-22
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-04-06,56.0,2025-03-01
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-04-06,58.0,2025-03-08
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-04-06,32.0,2025-03-15
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-04-06,21.0,2025-03-22
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-04-06,26.0,2025-03-29
2025-04-09,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-04-06,9.0,2025-04-05
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-04-13,1.0,2024-10-19
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-04-13,3.0,2024-10-26
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-04-13,8.0,2024-11-02
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-04-13,5.0,2024-11-09
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-04-13,9.0,2024-11-16
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-04-13,5.0,2024-11-23
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-04-13,9.0,2024-11-30
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-04-13,17.0,2024-12-07
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-04-13,25.0,2024-12-14
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-04-13,18.0,2024-12-21
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-04-13,32.0,2024-12-28
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-04-13,62.0,2025-01-04
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-04-13,39.0,2025-01-11
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-04-13,32.0,2025-01-18
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-04-13,25.0,2025-01-25
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-04-13,28.0,2025-02-01
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-04-13,26.0,2025-02-08
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-04-13,50.0,2025-02-15
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-04-13,47.0,2025-02-22
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-04-13,56.0,2025-03-01
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-04-13,58.0,2025-03-08
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-04-13,32.0,2025-03-15
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-04-13,21.0,2025-03-22
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-04-13,26.0,2025-03-29
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-04-13,12.0,2025-04-05
2025-04-16,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-04-13,12.0,2025-04-12
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-04-20,1.0,2024-10-19
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-04-20,3.0,2024-10-26
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-04-20,8.0,2024-11-02
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-04-20,5.0,2024-11-09
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-04-20,9.0,2024-11-16
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-04-20,5.0,2024-11-23
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-04-20,9.0,2024-11-30
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-04-20,17.0,2024-12-07
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-04-20,25.0,2024-12-14
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-04-20,18.0,2024-12-21
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-04-20,32.0,2024-12-28
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-04-20,62.0,2025-01-04
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-04-20,39.0,2025-01-11
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-04-20,32.0,2025-01-18
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-04-20,25.0,2025-01-25
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-04-20,28.0,2025-02-01
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-04-20,26.0,2025-02-08
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-04-20,50.0,2025-02-15
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-04-20,47.0,2025-02-22
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-04-20,56.0,2025-03-01
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-04-20,58.0,2025-03-08
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-04-20,32.0,2025-03-15
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-04-20,23.0,2025-03-22
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-04-20,30.0,2025-03-29
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-04-20,14.0,2025-04-05
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-04-20,15.0,2025-04-12
2025-04-23,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-13,2025-04-20,7.0,2025-04-19
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-04-27,1.0,2024-10-19
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-04-27,3.0,2024-10-26
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-04-27,8.0,2024-11-02
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-04-27,5.0,2024-11-09
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-04-27,9.0,2024-11-16
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-04-27,5.0,2024-11-23
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-04-27,9.0,2024-11-30
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-04-27,17.0,2024-12-07
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-04-27,25.0,2024-12-14
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-04-27,18.0,2024-12-21
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-04-27,32.0,2024-12-28
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-04-27,62.0,2025-01-04
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-04-27,39.0,2025-01-11
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-04-27,32.0,2025-01-18
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-04-27,25.0,2025-01-25
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-04-27,28.0,2025-02-01
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-04-27,26.0,2025-02-08
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-04-27,50.0,2025-02-15
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-04-27,47.0,2025-02-22
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-04-27,56.0,2025-03-01
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-04-27,58.0,2025-03-08
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-04-27,32.0,2025-03-15
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-04-27,23.0,2025-03-22
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-04-27,30.0,2025-03-29
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-04-27,14.0,2025-04-05
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-04-27,15.0,2025-04-12
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-13,2025-04-27,7.0,2025-04-19
2025-04-30,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-20,2025-04-27,4.0,2025-04-26
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-05-04,1.0,2024-10-19
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-05-04,3.0,2024-10-26
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-05-04,8.0,2024-11-02
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-05-04,5.0,2024-11-09
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-05-04,9.0,2024-11-16
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-05-04,5.0,2024-11-23
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-05-04,9.0,2024-11-30
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-05-04,17.0,2024-12-07
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-05-04,25.0,2024-12-14
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-05-04,18.0,2024-12-21
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-05-04,32.0,2024-12-28
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-05-04,62.0,2025-01-04
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-05-04,39.0,2025-01-11
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-05-04,32.0,2025-01-18
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-05-04,25.0,2025-01-25
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-05-04,28.0,2025-02-01
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-05-04,26.0,2025-02-08
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-05-04,50.0,2025-02-15
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-05-04,47.0,2025-02-22
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-05-04,56.0,2025-03-01
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-05-04,58.0,2025-03-08
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-05-04,32.0,2025-03-15
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-05-04,24.0,2025-03-22
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-05-04,30.0,2025-03-29
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-05-04,14.0,2025-04-05
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-05-04,15.0,2025-04-12
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-13,2025-05-04,7.0,2025-04-19
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-20,2025-05-04,6.0,2025-04-26
2025-05-07,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-27,2025-05-04,6.0,2025-05-03
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-05-11,1.0,2024-10-19
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-05-11,3.0,2024-10-26
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-05-11,8.0,2024-11-02
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-05-11,5.0,2024-11-09
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-05-11,9.0,2024-11-16
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-05-11,5.0,2024-11-23
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-05-11,9.0,2024-11-30
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-05-11,17.0,2024-12-07
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-05-11,25.0,2024-12-14
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-05-11,18.0,2024-12-21
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-05-11,32.0,2024-12-28
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-05-11,62.0,2025-01-04
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-05-11,39.0,2025-01-11
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-05-11,32.0,2025-01-18
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-05-11,25.0,2025-01-25
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-05-11,28.0,2025-02-01
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-05-11,26.0,2025-02-08
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-05-11,50.0,2025-02-15
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-05-11,47.0,2025-02-22
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-05-11,56.0,2025-03-01
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-05-11,58.0,2025-03-08
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-05-11,32.0,2025-03-15
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-05-11,23.0,2025-03-22
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-05-11,30.0,2025-03-29
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-05-11,14.0,2025-04-05
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-05-11,15.0,2025-04-12
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-13,2025-05-11,7.0,2025-04-19
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-20,2025-05-11,6.0,2025-04-26
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-27,2025-05-11,6.0,2025-05-03
2025-05-14,ak,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-05-04,2025-05-11,2.0,2025-05-10
2024-11-20,al,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2024-11-17,6.0,2024-10-19
2024-11-20,al,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2024-11-17,9.0,2024-10-26
2024-11-20,al,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2024-11-17,13.0,2024-11-02
2024-11-20,al,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2024-11-17,32.0,2024-11-09
